folder,ID,Name,Lat,Lon,Alt,Vbl,Stat,Units,Source,Link,year_start,year_end,n_records,n_unique_years,filepath
Frankfurt,Frankfurt,Frankfurt,50.1118,8.68131,107,dd,point,degree,PALAEO-RA,,1749,1755,2763,7,/scratch3/PALAEO-RA/daily_data/final/Frankfurt/PALAEO-RA_Frankfurt_17490101-17551110_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_Muralt,Zurich,47.371620,8.543980,418,dd,point,degree,PALAEO-RA,,1760,1793,5331,17,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Muralt_17600101-17930413_dd_subdaily_qc.tsv
Amsterdam,KNMI-52_Amsterdam,Amsterdam,52.367984,4.903561,1,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1762,1778,15309,14,/scratch3/PALAEO-RA/daily_data/final/Amsterdam/KNMI_Amsterdam_17620101-17781231_dd_subdaily_qc.tsv
Trondheim,Trondheim,Trondheim,63.430515,10.395053,113,dd,point,degree,PALAEO-RA,,1762,1764,900,3,/scratch3/PALAEO-RA/daily_data/final/Trondheim/PALAEO-RA_Trondheim_17620101-17641231_dd_subdaily_qc.tsv
Boehringen,Europe_Boehringen,Böhringen,48.4943,9.5119,400,dd,point,degree,PALAEO-RA,,1763,1782,7088,20,/scratch3/PALAEO-RA/daily_data/final/Boehringen/PALAEO-RA_Boehringen_17630101-17820512_dd_daily_qc.tsv
Kiel,Europe_Kiel_1,Kiel,54.31667,10.15,5,dd,point,degree,PALAEO-RA,,1767,1768,1521,2,/scratch3/PALAEO-RA/daily_data/final/Kiel/PALAEO-RA_Kiel_17670101-17681231_dd_subdaily_qc.tsv
Vlissingen,KNMI-54_Vlissingen,Vlissingen,51.453667,3.570912,1,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1768,1773,3972,6,/scratch3/PALAEO-RA/daily_data/final/Vlissingen/KNMI_Vlissingen_17680101-17731231_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_Hirzel,Zurich,47.371620,8.543980,418,dd,point,degree,PALAEO-RA,,1770,1786,12462,17,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Hirzel_17700101-17861231_dd_subdaily_qc.tsv
Gurzelen,GCOS_Gurzelen,Gurzelen,46.78,7.533,599,dd,point,degree,PALAEO-RA,,1771,1784,10228,14,/scratch3/PALAEO-RA/daily_data/final/Gurzelen/PALAEO-RA_Gurzelen_17710101-17841231_dd_subdaily_qc.tsv
Berlin,Berlin_Gronau,Berlin,52.5656,13.3106,36,dd,point,degree,PALAEO-RA,,1775,1808,35749,34,/scratch3/PALAEO-RA/daily_data/final/Berlin/PALAEO-RA_Berlin_Gronau_17750101-18080630_dd_subdaily_qc.tsv
Breda,KNMI-56_Breda,Breda2,51.57,4.77,3,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1778,1781,2357,3,/scratch3/PALAEO-RA/daily_data/final/Breda/KNMI_Breda2_17780901-17811231_dd_subdaily_qc.tsv
Amsterdam,KNMI-53_Amsterdam,Amsterdam2,52.367984,4.903561,1,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1779,1785,7497,7,/scratch3/PALAEO-RA/daily_data/final/Amsterdam/KNMI_Amsterdam2_17790101-17851231_dd_subdaily_qc.tsv
Andechs,Palatine-Society_Andechs,Andechs,47.97,11.16666,710,dd,point,degree,PALAEO-RA,,1781,1792,9864,9,/scratch3/PALAEO-RA/daily_data/final/Andechs/PALAEO-RA_Andechs_17810101-17921231_dd_subdaily_qc.tsv
Berlin,Palatine-Society_Berlin,Berlin,52.5656,13.3106,45,dd,point,degree,PALAEO-RA,,1781,1788,8223,8,/scratch3/PALAEO-RA/daily_data/final/Berlin/PALAEO-RA_Berlin_Beguelin-Achard_17810701-17881231_dd_subdaily_qc.tsv
Budapest,Palatine-Society_Budapest,Budapest,47.492500,19.051389,168,dd,point,degree,PALAEO-RA,,1781,1792,10023,10,/scratch3/PALAEO-RA/daily_data/final/Budapest/PALAEO-RA_Budapest_17811101-17921231_dd_subdaily_qc.tsv
Erfurt,Palatine-Society_Erfurt,Erfurt,50.983333,11.033333,202,dd,point,degree,PALAEO-RA,,1781,1788,8766,8,/scratch3/PALAEO-RA/daily_data/final/Erfurt/PALAEO-RA_Erfurt_17810101-17881231_dd_subdaily_qc.tsv
Gotthard,TI01_Gotthard,Gotthardpass,46.55535,8.56791,2093,dd,point,degree,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1781,1789,9074,9,/scratch3/PALAEO-RA/daily_data/final/Gotthard/CHIMES_Gotthardpass_17810601-17891231_dd_subdaily_qc.tsv
Ingolstadt,Palatine-Society_Ingolstadt,Ingolstadt,48.750000,11.433333,369,dd,point,degree,PALAEO-RA,,1781,1782,2139,2,/scratch3/PALAEO-RA/daily_data/final/Ingolstadt/PALAEO-RA_Ingolstadt_17810101-17821231_dd_subdaily_qc.tsv
Mannheim,Palatine-Society_Mannheim,Mannheim,49.483333,8.466667,112,dd,point,degree,PALAEO-RA,,1781,1792,13149,12,/scratch3/PALAEO-RA/daily_data/final/Mannheim/PALAEO-RA_Mannheim_17810101-17921231_dd_subdaily_qc.tsv
Munich,Palatine-Society_Munich,Munich,48.17,11.55,525,dd,point,degree,PALAEO-RA,,1781,1792,12054,11,/scratch3/PALAEO-RA/daily_data/final/Munich/PALAEO-RA_Munich_17810101-17921231_dd_subdaily_qc.tsv
Padua,Palatine-Society_Padua,Padua,45.4,11.87,18,dd,point,degree,PALAEO-RA,,1781,1792,13149,12,/scratch3/PALAEO-RA/daily_data/final/Padua/PALAEO-RA_Padua_17810101-17921231_dd_subdaily_qc.tsv
Prague,Palatine-Society_Prague,Prague,50.075538,14.437800,200,dd,point,degree,PALAEO-RA,,1781,1791,9222,9,/scratch3/PALAEO-RA/daily_data/final/Prague/PALAEO-RA_Prague_17810801-17911231_dd_subdaily_qc.tsv
Regensburg,Palatine-Society_Regensburg,Regensburg,49.013430,12.101624,346,dd,point,degree,PALAEO-RA,,1781,1791,12051,11,/scratch3/PALAEO-RA/daily_data/final/Regensburg/PALAEO-RA_Regensburg_17810101-17911231_dd_subdaily_qc.tsv
StZeno,Palatine-Society_StZeno,St. Zeno,47.733333,12.883333,480,dd,point,degree,PALAEO-RA,,1781,1781,1095,1,/scratch3/PALAEO-RA/daily_data/final/StZeno/PALAEO-RA_StZeno_17810101-17811231_dd_subdaily_qc.tsv
Tegernsee,Palatine-Society_Tegernsee,Tegernsee,47.716667,11.766667,740,dd,point,degree,PALAEO-RA,,1781,1788,8766,8,/scratch3/PALAEO-RA/daily_data/final/Tegernsee/PALAEO-RA_Tegernsee_17810101-17881231_dd_subdaily_qc.tsv
Wuerzburg,Palatine-Society_Wuerzburg,Würzburg,49.800000,9.933333,200,dd,point,degree,PALAEO-RA,,1781,1788,8766,8,/scratch3/PALAEO-RA/daily_data/final/Wuerzburg/PALAEO-RA_Wuerzburg_17810101-17881231_dd_subdaily_qc.tsv
Zagan,Palatine-Society_Zagan,Zagan,51.6151,15.3233,116,dd,point,degree,PALAEO-RA,,1781,1792,13149,12,/scratch3/PALAEO-RA/daily_data/final/Zagan/PALAEO-RA_Zagan_17810101-17921231_dd_subdaily_qc.tsv
Baghdad,Asia_Baghdad,Baghdad,33.315241,44.366067,34,dd,point,degree,PALAEO-RA,,1782,1784,936,3,/scratch3/PALAEO-RA/daily_data/final/Baghdad/PALAEO-RA_Baghdad_17821213-17840120_dd_subdaily_qc.tsv
Bologna,Palatine-Society_Bologna,Bologna,44.4967,11.3526,74,dd,point,degree,PALAEO-RA,,1782,1792,7498,7,/scratch3/PALAEO-RA/daily_data/final/Bologna/PALAEO-RA_Bologna_17820101-17921231_dd_subdaily_qc.tsv
Brussels,Palatine-Society_Brussels,Brussels,50.850340,4.351710,60,dd,point,degree,PALAEO-RA,,1782,1792,10420,10,/scratch3/PALAEO-RA/daily_data/final/Brussels/PALAEO-RA_Brussels_17820101-17921231_dd_subdaily_qc.tsv
Copenhagen,Palatine-Society_Copenhagen,Copenhagen,55.676097,12.568337,40,dd,point,degree,PALAEO-RA,,1782,1787,6212,6,/scratch3/PALAEO-RA/daily_data/final/Copenhagen/PALAEO-RA_Copenhagen_17820101-17881231_dd_subdaily_qc.tsv
DenHaag,Palatine-Society_DenHaag,Den Haag,52.070498,4.300700,2,dd,point,degree,PALAEO-RA,,1782,1783,726,2,/scratch3/PALAEO-RA/daily_data/final/DenHaag/PALAEO-RA_Den-Haag_17820901-17830430_dd_subdaily_qc.tsv
Duesseldorf,Palatine-Society_Duesseldorf,Düsseldorf,51.233333,6.766667,30,dd,point,degree,PALAEO-RA,,1782,1784,3009,3,/scratch3/PALAEO-RA/daily_data/final/Duesseldorf/PALAEO-RA_Duesseldorf_17820201-17841231_dd_subdaily_qc.tsv
LaRochelle,Palatine-Society_LaRochelle,La Rochelle,46.160329,-1.151139,19,dd,point,degree,PALAEO-RA,,1782,1790,9861,9,/scratch3/PALAEO-RA/daily_data/final/LaRochelle/PALAEO-RA_LaRochelle_17820101-17901231_dd_subdaily_qc.tsv
Marseille,Palatine-Society_Marseille,Marseille,43.2965,5.36978,44,dd,point,degree,PALAEO-RA,,1782,1792,10200,10,/scratch3/PALAEO-RA/daily_data/final/Marseille/PALAEO-RA_Marseille_17820911-17921231_dd_subdaily_qc.tsv
Middelburg,Palatine-Society_Middelburg,Middelburg,51.498796,3.610998,15,dd,point,degree,PALAEO-RA,,1782,1788,7119,7,/scratch3/PALAEO-RA/daily_data/final/Middelburg/PALAEO-RA_Middelburg_17820704-17881231_dd_subdaily_qc.tsv
Rome,Palatine-Society_Rome,Rome,41.898758,12.480704,56,dd,point,degree,PALAEO-RA,,1782,1792,12054,11,/scratch3/PALAEO-RA/daily_data/final/Rome/PALAEO-RA_Rome_17820101-17921231_dd_subdaily_qc.tsv
StPetersburg,Palatine-Society_StPetersburg,St. Petersburg,59.93,30.27,5,dd,point,degree,PALAEO-RA,https://www.prlib.ru/en/item/903296,1782,1793,9903,12,/scratch3/PALAEO-RA/daily_data/final/StPetersburg/PALAEO-RA_StPetersburg_17821230-17930111_dd_subdaily_qc.tsv
Dijon,Palatine-Society_Dijon,Dijon,47.322047,5.041480,250,dd,point,degree,PALAEO-RA,,1783,1784,2193,2,/scratch3/PALAEO-RA/daily_data/final/Dijon/PALAEO-RA_Dijon_17830101-17841231_dd_subdaily_qc.tsv
Goettingen,Palatine-Society_Goettingen,Göttingen,51.533333,9.933333,150,dd,point,degree,PALAEO-RA,,1783,1787,4383,4,/scratch3/PALAEO-RA/daily_data/final/Goettingen/PALAEO-RA_Goettingen_17830101-17871231_dd_subdaily_qc.tsv
Spydeberg,Palatine-Society_Spydberg,Spydberg,59.62,11.0778,110,dd,point,degree,PALAEO-RA,,1783,1786,4383,4,/scratch3/PALAEO-RA/daily_data/final/Spydeberg/PALAEO-RA_Spydeberg_17830101-17861231_dd_subdaily_qc.tsv
Bassora,Asia_Bassora,Bassora,30.508103,47.783489,5,dd,point,degree,PALAEO-RA,,1784,1784,224,1,/scratch3/PALAEO-RA/daily_data/final/Bassora/PALAEO-RA_Bassora_17840217-17840630_dd_subdaily_qc.tsv
Delft,Palatine-Society_Delft,Delft,52.1014,5.1867,2,dd,point,degree,PALAEO-RA,,1784,1786,2145,2,/scratch3/PALAEO-RA/daily_data/final/Delft/PALAEO-RA_Delft_17840117-17861231_dd_subdaily_qc.tsv
Moscow,Palatine-Society_Moscow,Moscow,55.755826,37.617300,130,dd,point,degree,PALAEO-RA,,1785,1792,7401,7,/scratch3/PALAEO-RA/daily_data/final/Moscow/PALAEO-RA_Moscow_17841221-17921231_dd_subdaily_qc.tsv
Nuuk,Palatine-Society_Godthaab,Godthaab,64.103,-51.433,5,dd,point,degree,PALAEO-RA,Link,1786,1787,819,2,/scratch3/PALAEO-RA/daily_data/final/Nuuk/PALAEO-RA_Godthaab_17861001-17870701_dd_subdaily_qc.tsv
Eidsberg,Palatine-Society_Eidsberg,Eidsberg,59.54,11.36,70,dd,point,degree,PALAEO-RA,,1787,1787,1095,1,/scratch3/PALAEO-RA/daily_data/final/Eidsberg/PALAEO-RA_Eidsberg_17870101-17871231_dd_subdaily_qc.tsv
Pyshminsk,Palatine-Society_Pyshminsk,Pyshminsk,56.976111,60.594444,270,dd,point,degree,PALAEO-RA,,1790,1791,1830,2,/scratch3/PALAEO-RA/daily_data/final/Pyshminsk/PALAEO-RA_Pyshminsk_17900501-17911231_dd_subdaily_qc.tsv
Valencia,Valencia,DominguezCastro_Valencia,39.47,-0.38,25,dd,point,degree,Dominguez_Castro_2014,https://docta.ucm.es/entities/publication/b26dac98-5ffe-482c-9419-2f94168cc7eb,1790,1861,62645,59,/scratch3/PALAEO-RA/daily_data/final/Valencia/DominguezCastro_Valencia_17900629-18611231_dd_subdaily_qc.tsv
Schaffhausen,Schaffhausen,CHIMES_Schaffhausen,47.696,8.639,400,dd,point,degree,CHIMES,https://doi.org/10.5194/cp-15-1345-2019,1794,1845,59156,52,/scratch3/PALAEO-RA/daily_data/final/Schaffhausen/CHIMES_Schaffhausen_17940101-18451028_dd_subdaily.tsv
Granada,Gr1796-1797,Granada,37.1667,-3.6,660,dd,point,degree,El Mensagero Económico y Erudito de Granada. Universidad de Granada FLA F-9-9-3 http://www.bibliotecavirtualdeandalucia.es,http://hdl.handle.net/10835/6248,1796,1797,491,2,/scratch3/PALAEO-RA/daily_data/final/Granada/Sanchez-Rodrigo_Granada_17960528-17970930_dd_noon_qc.tsv
Cadiz,Ca1799-1800,Cadiz,36.516667,-6.283333,13,dd,point,degree,"Aréjula, J.M. 1806. Breve descripción de la fiebre amarilla padecida en Cádiz. Biblioteca de Andalucía ANT-XIX-614 http://www.biblitecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1799,1800,692,2,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_JMChacon_17990101-18001231_dd_daily_qc.tsv
Cadiz,Ca1800,Cadiz,36.516667,-6.283333,13,dd,point,degree,"González, PM. 1801. Disertación médica sobre la calentura maligna contagiosa que reynó en Cádiz en el año de 1800. Biblioteca Universidad Complutense BH FG 1272",http://hdl.handle.net/10835/6806,1800,1800,160,1,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_PMGonzalez_18000801-18001031_dd_subdaily_qc.tsv
Cadiz,Ca1802-1803,Cadiz,36.516667,-6.283333,13,dd,point,degree,"Diario Comercial de Cádiz (1802-1830), Cádiz Library, sgn: FL-PP-Est.59. http://www.bibliotecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1802,1803,599,2,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_18021030-18031230_dd_subdaily_qc.tsv
Ylitornio,Ylitornio,Ylitornio,66.319266,23.67097,55,dd,point,degree,"Helama, S., Holopainen, J., Timonen, M., Ogurtsov, M. G., Lindholm, M., Meriläinen, J., Eronen, M. (2004). Comparison of living-tree and subfossil ringwidths with summer temperatures","Holopainen, J. (2006): Reconstructions of past climates from documentary and natural sources in Finland since the 18th century. Ph.D. dissertation. Publications of the Department of Geology D9, Yliopistopaino, Helsinki, 33 pp.",1802,7821,40536,38,/scratch3/PALAEO-RA/daily_data/final/Ylitornio/Helama-et-al_Ylitornio_18020101-18381231_dd_subdaily_qc.tsv
Cadiz,CaA1803,Cadiz,36.516667,-6.283333,13,dd,point,degree,"Aréjula, J.M. 1806. Breve descripción de la fiebre amarilla padecida en Cádiz. Biblioteca de Andalucía ANT-XIX-614 http://www.biblitecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1803,1803,838,1,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_JMdeArejula_18030101-18031017_dd_subdaily_qc.tsv
Sevilla,Se1803-1830,Sevilla,36.3833,-5.9833,11,dd,point,degree,"Mature, J. (ed.). 1803-1807. El Correo Literario y Económico de Sevilla. Biblioteca de la Universidad de Sevilla, A059/042-051 (http://fondosdigitales.us.es)",http://hdl.handle.net/10835/6806,1803,1806,196,4,/scratch3/PALAEO-RA/daily_data/final/Sevilla/EMOSSv2_Sevilla_18031001-18061231_dd_daily_qc.tsv
Cartagena,Car1804-1806,Cartagena,37.6,-0.9667,67,dd,point,degree,"Diario de Cartagena. 1804-1807. Archivo Municipal de Murcia, 1-G-13/14, (http://archivodemurcia.es).",https://repositorio.ual.es/handle/10835/6806,1804,1807,1008,4,/scratch3/PALAEO-RA/daily_data/final/Cartagena/EMOSSv2_Cartagena_18040813-18071231_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_Feer,Zurich,47.371620,8.543980,418,dd,point,degree,PALAEO-RA,,1807,1827,19865,20,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Feer_18070101-18271231_dd_subdaily_qc.tsv
Sevilla,Se1812-1830,Sevilla,36.3833,-5.9833,11,dd,point,degree,"Diario del Gobierno de Sevilla/Diario de Sevilla/Diario de Sevilla de Comercio, Artes y Literatura. 1812, 1813, 1829, 1830. Biblioteca Nacional de España, R60042(11), (http://www.hemerotecadigital.bne.es).",http://hdl.handle.net/10835/6806,1812,1830,24,5,/scratch3/PALAEO-RA/daily_data/final/Sevilla/EMOSSv2_Sevilla_18120920-18300206_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_Horner,Zurich,47.370000,8.538000,410,dd,point,degree,PALAEO-RA,,1815,1834,7575,15,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Horner_18150101-18341108_dd_subdaily_qc.tsv
Cadiz,Ca1816-1830,Cadiz,36.516667,-6.283333,13,dd,point,degree,"Diario Comercial de Cádiz (1802-1830), Cádiz Library, sgn: FL-PP-Est.59. http://www.bibliotecavirtualdeandalucia.es",http://hdl.handle.net/10835/6806,1816,1830,14844,15,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_18160830-18301229_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_Escher,Zurich,47.371620,8.543980,427,dd,point,degree,PALAEO-RA,,1816,1816,214,1,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Escher_18160601-18161231_dd_subdaily_qc.tsv
GrandStBernard,GCOS_GrandStBernard,Grand St. Bernard,45.869,7.17068,2491,dd,point,degree,PALAEO-RA,https://doi.pangaea.de/10.1594/PANGAEA.948258,1817,1825,6062,9,/scratch3/PALAEO-RA/daily_data/final/GrandStBernard/GCOS_GrandStBernard_18170914-18251231_dd_subdaily_qc.tsv
Cadiz,Ca1820-1822,Cadiz,36.516667,-6.283333,13,dd,point,degree,"Pérez-Laso, FJ. (ed.), 1820-1822, 1824. Periódico de la Sociedad Médico-Quirúrgica de Cádiz. Biblioteca Universidad Complutense BH Rev 63-1, 63-2, 63-3, 63-4 (http://www.books.google.com)",http://hdl.handle.net/10835/6806,1820,1822,3218,3,/scratch3/PALAEO-RA/daily_data/final/Cadiz/EMOSSv2_Cadiz_PerezLasso_18200101-18221231_dd_subdaily_qc.tsv
Granada,Gr1820,Granada,37.1667,-3.6,660,dd,point,degree,Diario Constitucional de Granada. 1820. Biblioteca de Andalucia http://www.bibliotecavirtualdeandalucia.es,http://hdl.handle.net/10835/6248,1820,1820,93,1,/scratch3/PALAEO-RA/daily_data/final/Granada/Sanchez-Rodrigo_Granada_18200630-18200730_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_Weiss,Zurich,47.371620,8.543980,418,dd,point,degree,PALAEO-RA,,1823,1824,966,2,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Weiss_18231201-18240630_dd_subdaily_qc.tsv
Rovereto,Europe_Rovereto_2,Rovereto,45.9,11.05,200,dd,point,degree,PALAEO-RA,,1827,1829,2190,3,/scratch3/PALAEO-RA/daily_data/final/Rovereto/PALAEO-RA_Rovereto_Unknown_18270101-18291230_dd_subdaily_qc.tsv
Badajoz,BABADA6,Extremadura-Badajoz,38.9,-6.9625,185,dd,point,degree,"Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA.",https://doi.pangaea.de/10.1594/PANGAEA.925805,1830,1833,2669,4,/scratch3/PALAEO-RA/daily_data/final/Badajoz/EMOSSv2_Badajoz_18300201-18330715_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_SNG,Zurich,47.371620,8.543980,418,dd,point,degree,PALAEO-RA,,1830,1832,1971,3,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_SNG_18300614-18320331_dd_subdaily_qc.tsv
Utrecht,KNMI-43_Utrecht,Utrecht,52.09,5.12,5,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1836,1846,4706,11,/scratch3/PALAEO-RA/daily_data/final/Utrecht/KNMI_Utrecht_18360101-18461231_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_Hofmeister,Zurich,47.371620,8.543980,418,dd,point,degree,PALAEO-RA,,1838,1841,4067,3,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Hofmeister_18380101-18411231_dd_subdaily_qc.tsv
DenHelder,KNMI-002_DenHelder,DenHelder,52.9331,4.75,1,dd,point,deg,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1848,1905,103045,58,/scratch3/PALAEO-RA/daily_data/final/DenHelder/KNMI_DenHelder_18481201-19051231_dd_subdaily.tsv
Groningen,KNMI-001_Groningen,Groningen,53.1844,6.6006,7,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1848,1905,62597,52,/scratch3/PALAEO-RA/daily_data/final/Groningen/KNMI_Groningen_18481201-19051231_dd_subdaily_qc.tsv
Utrecht,KNMI-155_Utrecht,Utrecht155,52.09,5.12,5,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1848,1896,75618,49,/scratch3/PALAEO-RA/daily_data/final/Utrecht/KNMI_Utrecht155_18481201-18961231_dd_subdaily_qc.tsv
Maastricht,KNMI-007_Maastricht,Maastricht,50.851368,5.690972,49,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1851,1905,50047,55,/scratch3/PALAEO-RA/daily_data/final/Maastricht/KNMI_Maastricht_18511210-19051231_dd_subdaily_qc.tsv
Zurich,GCOS_Zurich_Hornig,Zurich,47.371620,8.543980,418,dd,point,degree,PALAEO-RA,,1851,1852,776,2,/scratch3/PALAEO-RA/daily_data/final/Zurich/PALAEO-RA_Zurich_Hornig_18511020-18520430_dd_subdaily_qc.tsv
Kuesnacht,Küsnacht,Küsnacht,47.31701,8.58323,420,dd,point,degree,CHIMES,https://doi.pangaea.de/10.1594/PANGAEA.948258,1852,1856,8517,5,/scratch3/PALAEO-RA/daily_data/final/Kuesnacht/CHIMES_Kuesnacht_18520111-18561115_dd_subdaily_qc.tsv
Vlissingen,KNMI-54_Vlissingen,Vlissingen2,52.453667,4.570913,1,dd,point,degree,KNMI,https://www.knmi.nl/nederland-nu/klimatologie/daggegevens/antieke-waarnemingen,1854,1905,67018,52,/scratch3/PALAEO-RA/daily_data/final/Vlissingen/KNMI_Vlissingen2_18541202-19051231_dd_subdaily_qc.tsv
Winterthur,Winterthur,Winterthur,47.49922,8.72897,443,dd,point,degree,GCOS,https://doi.pangaea.de/10.1594/PANGAEA.948258,1857,1866,8255,10,/scratch3/PALAEO-RA/daily_data/final/Winterthur/GCOS_Winterthur_18571101-18670228_dd_subdaily_qc.tsv
CampoMaior,PTCAMP4,Portugal-Campo_Maior,39.015688,-7.065832,288,dd,point,degree,"Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA.",https://doi.pangaea.de/10.1594/PANGAEA.925805,1872,1939,47690,50,/scratch3/PALAEO-RA/daily_data/final/CampoMaior/EMOSSv2_Campo-Maior_18721201-19391231_dd_subdaily_qc.tsv
TiziOuzou,ALG0060395,TiziOuzou,36.720000,4.050000,222,dd,point,degree,Ashcroft,doi.org/10.5194/essd-10-1613-2018-supplement,1879,1938,10719,32,/scratch3/PALAEO-RA/daily_data/final/TiziOuzou/UERRA_TiziOuzou_18790101-19381229_dd_subdaily.tsv
Badajoz,BABADA2,Extremadura-Badajoz,38.9,-6.9625,185,dd,mean,degree,"Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA.",https://doi.pangaea.de/10.1594/PANGAEA.925805,1880,1889,3128,10,/scratch3/PALAEO-RA/daily_data/final/Badajoz/EMOSSv2_Badajoz_18801025-18890709_dd_daily_qc.tsv
Caceres,CCCACE2,Extremadura-Caceres,39.473056,-6.37,459,dd,point,degree,"Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA.",https://doi.pangaea.de/10.1594/PANGAEA.925805,1880,1889,2701,10,/scratch3/PALAEO-RA/daily_data/final/Caceres/EMOSSv2_Caceres_18801025-18890709_dd_daily_qc.tsv
Valdesevilla,BAVALD1,Extremadura-Valdesevilla,37.871581,-6.522527,660,dd,point,degree,"Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from BAALAN1 (1866). PANGAEA.",https://doi.pangaea.de/10.1594/PANGAEA.925805,1880,1883,600,4,/scratch3/PALAEO-RA/daily_data/final/Valdesevilla/EMOSSv2_Valdesevilla_18800612-18830722_dd_daily_qc.tsv
